Timestamp,Value,Count,SD,Location
2020-04-06 00:30:00,41.47638888888889,720,3.891871623994594,Easton
2020-04-06 01:00:00,41.21111111111111,720,3.0518462333641203,Easton
2020-04-06 01:30:00,40.99722222222222,720,3.0101666723059917,Easton
2020-04-06 02:00:00,41.0875,720,2.8653794348315467,Easton
2020-04-06 02:30:00,41.26111111111111,720,2.9209281038146626,Easton
2020-04-06 03:00:00,41.05972222222222,720,2.866577504535011,Easton
2020-04-06 03:30:00,42.205555555555556,720,3.3253190694398405,Easton
2020-04-06 04:00:00,41.355555555555554,720,2.868162830923544,Easton
2020-04-06 04:30:00,41.15694444444444,720,3.0338976759318514,Easton
2020-04-06 05:00:00,42.140277777777776,720,3.1960983037578723,Easton
2020-04-06 05:30:00,41.43888888888889,720,2.93998089352992,Easton
2020-04-06 06:00:00,41.43055555555556,720,2.9595719889917684,Easton
2020-04-06 06:30:00,38.95619524405507,799,8.926165418491596,Easton
2020-04-06 07:00:00,33.411039342337055,1703,10.198737802587209,Easton
2020-04-06 07:30:00,35.821244912790696,1376,6.283169895784371,Easton
2020-04-06 08:00:00,35.48197492163009,1276,6.812110356588688,Easton
2020-04-06 08:30:00,34.84712371946414,1269,5.920429962341267,Easton
2020-04-06 09:00:00,32.14262691377921,1241,9.483934209347773,Easton
2020-04-06 09:30:00,34.7037037037037,1080,6.163902172024032,Easton
2020-04-06 10:00:00,36.01481481481481,1080,5.608670780913194,Easton
2020-04-06 10:30:00,33.034246575342465,1168,8.856960256222022,Easton
2020-04-06 11:00:00,34.70185185185185,1080,6.291675592068452,Easton
2020-04-06 11:30:00,34.79907407407408,1080,6.433808205996668,Easton
2020-04-06 12:00:00,35.01759259259259,1080,5.9948022038803614,Easton
2020-04-06 12:30:00,34.51940850277264,1623,6.003138357299785,Easton
2020-04-06 13:00:00,27.351304347826087,1150,9.130363726431582,Easton
2020-04-06 13:30:00,24.692926050420166,1190,10.391397022630134,Easton
2020-04-06 14:00:00,25.734792960662478,1449,9.982356492194562,Easton
2020-04-06 14:30:00,26.12468333333339,1440,9.993201242858957,Easton
2020-04-06 15:00:00,25.766979861111082,1440,10.003593100468118,Easton
2020-04-06 15:30:00,24.70758741258723,1573,10.654770267957758,Easton
2020-04-06 16:00:00,26.03453819444444,1440,10.059475393803654,Easton
2020-04-06 16:30:00,28.448826364280638,1411,9.688534022672146,Easton
2020-04-06 17:00:00,32.41467538493937,1343,20.333616183875925,Easton
2020-04-06 17:30:00,40.54464650537634,744,3.909545561488366,Easton
2020-04-06 18:00:00,41.31527777777778,720,2.8914221665232023,Easton
2020-04-06 18:30:00,41.040277777777774,720,2.9344297061980007,Easton
2020-04-06 19:00:00,41.19166666666667,720,2.98736924400048,Easton
2020-04-06 19:30:00,40.84305555555556,720,2.9859079388246053,Easton
2020-04-06 20:00:00,41.084722222222226,720,2.9149594871504467,Easton
2020-04-06 20:30:00,41.25833333333333,720,2.872269234517467,Easton
2020-04-06 21:00:00,41.327777777777776,720,2.9605377806434565,Easton
2020-04-06 21:30:00,41.772222222222226,720,2.9675664469871523,Easton
2020-04-06 22:00:00,41.69722222222222,720,3.158760842755968,Easton
2020-04-06 22:30:00,41.31944444444444,720,2.877240136392709,Easton
2020-04-06 23:00:00,42.366949799422756,720,16.84523191173882,Easton
2020-04-06 23:30:00,40.983333333333334,720,2.7633011658763027,Easton
2020-04-07 00:30:00,41.76769715818861,1440,20.27462605784652,Easton
2020-04-07 01:00:00,41.65694444444444,720,3.0203626708692197,Easton
2020-04-07 01:30:00,41.99722222222222,720,3.24422445030405,Easton
2020-04-07 02:00:00,42.50287740619539,720,21.99771803082787,Easton
2020-04-07 02:30:00,41.1875,720,2.958436031081287,Easton
2020-04-07 03:00:00,41.43333333333333,720,2.961512376397498,Easton
2020-04-07 03:30:00,41.43472222222222,720,2.9266334338575506,Easton
2020-04-07 04:00:00,41.51111111111111,720,3.1587425221102867,Easton
2020-04-07 04:30:00,41.40138888888889,720,2.969053022221973,Easton
2020-04-07 05:00:00,41.03333333333333,720,2.906219384546031,Easton
2020-04-07 05:30:00,41.1875,720,2.841578077798008,Easton
2020-04-07 06:00:00,41.38333333333333,720,2.9740077710426753,Easton
2020-04-07 06:30:00,40.8310534979424,729,3.827729325593035,Easton
2020-04-07 07:00:00,35.70779220779221,1078,6.048578433200134,Easton
2020-04-07 07:30:00,35.445739910313904,1115,5.900176121455352,Easton
2020-04-07 08:00:00,35.07134488346014,1266,26.817935177794194,Easton
2020-04-07 08:30:00,29.469333125778316,1606,11.347261574366607,Easton
2020-04-07 09:00:00,29.403501111111105,1800,10.66314829161105,Easton
2020-04-07 09:30:00,29.190316111111137,1800,11.003799543974011,Easton
2020-04-07 10:00:00,29.490905555555596,1800,11.072506485935344,Easton
2020-04-07 10:30:00,29.074768660666983,1889,11.839306228643553,Easton
2020-04-07 11:00:00,29.70362111111108,1800,10.998965730356392,Easton
2020-04-07 11:30:00,29.386482222222206,1800,10.915231771790564,Easton
2020-04-07 12:00:00,27.205587261146473,1570,10.57716508653728,Easton
2020-04-07 12:30:00,28.311590788589122,1886,27.919118668811617,Easton
2020-04-07 13:00:00,26.173886997957787,1469,10.726833804714055,Easton
2020-04-07 13:30:00,24.71299638989183,1662,11.268593931584046,Easton
2020-04-07 14:00:00,25.525478553921538,1632,11.728093997721583,Easton
2020-04-07 14:30:00,27.180756944444475,1440,10.951060192109336,Easton
2020-04-07 15:00:00,26.95755347222226,1440,10.65469437716314,Easton
2020-04-07 15:30:00,27.074516666666685,1440,10.899677535291277,Easton
2020-04-07 16:00:00,25.680961023995824,1543,20.666174958547167,Easton
2020-04-07 16:30:00,27.01620790513831,1265,10.049092042454586,Easton
2020-04-07 17:00:00,30.95107923222406,1267,13.888253007424185,Easton
2020-04-07 17:30:00,40.51634742268042,970,5.579102108958401,Easton
2020-04-07 18:00:00,41.27916666666667,720,2.7865967644741456,Easton
2020-04-07 18:30:00,32.4873786407767,1030,13.899896483596178,Easton
2020-04-07 19:00:00,31.990917347865576,1101,13.750201358396117,Easton
2020-04-07 19:30:00,26.184472934472936,2808,12.75774781380344,Easton
