Timestamp,Value,Count,SD,Location
2020-04-06 00:30:00,25.61374999999991,720,6.2002433300536675,Palace Hills
2020-04-06 01:00:00,25.207309651638916,720,8.748108714490604,Palace Hills
2020-04-06 01:30:00,27.471529773314156,720,41.64642208648648,Palace Hills
2020-04-06 02:00:00,27.27376872688872,720,34.033448564255686,Palace Hills
2020-04-06 02:30:00,26.011848729000015,720,6.2141433591401105,Palace Hills
2020-04-06 03:00:00,26.457940631027775,720,6.559981890753384,Palace Hills
2020-04-06 03:30:00,26.52415379022638,720,6.555465220163632,Palace Hills
2020-04-06 04:00:00,26.7392096283611,720,6.513275746590503,Palace Hills
2020-04-06 04:30:00,27.552301648018037,720,6.983331992786384,Palace Hills
2020-04-06 05:00:00,27.323613512291605,720,7.099596843444028,Palace Hills
2020-04-06 05:30:00,27.517181944444463,720,6.886971129474529,Palace Hills
2020-04-06 06:00:00,27.808873611111157,720,7.238038438218124,Palace Hills
2020-04-06 06:30:00,28.101231944444454,720,6.713098127149896,Palace Hills
2020-04-06 07:00:00,30.925269230769263,910,8.423206681634126,Palace Hills
2020-04-06 07:30:00,33.0752010463378,1338,8.22324160027502,Palace Hills
2020-04-06 08:00:00,32.648560724779614,1021,8.292384415972439,Palace Hills
2020-04-06 08:30:00,36.63026666666662,720,6.27442751890561,Palace Hills
2020-04-06 09:00:00,36.320244444444484,720,6.1895836187566164,Palace Hills
2020-04-06 09:30:00,36.79914923315013,720,18.818140011136936,Palace Hills
2020-04-06 10:00:00,36.28284305555554,720,6.424451820028573,Palace Hills
2020-04-06 10:30:00,36.007490277777805,720,6.719865038113566,Palace Hills
2020-04-06 11:00:00,36.23211944444457,720,6.832133795703923,Palace Hills
2020-04-06 11:30:00,36.000025,720,7.295298945739533,Palace Hills
2020-04-06 12:00:00,35.630076388888895,720,7.18058939595709,Palace Hills
2020-04-06 12:30:00,37.332847009735765,719,6.3667839779105435,Palace Hills
2020-04-06 13:00:00,40.56805555555555,720,3.146573373832808,Palace Hills
2020-04-06 13:30:00,40.99583333333333,720,2.912374818482905,Palace Hills
2020-04-06 14:00:00,41.1,720,2.85063345786706,Palace Hills
2020-04-06 14:30:00,40.53333333333333,720,2.9625439518539918,Palace Hills
2020-04-06 15:00:00,41.447753519872734,720,24.817878545899106,Palace Hills
2020-04-06 15:30:00,41.66484732353328,720,20.118877196454523,Palace Hills
2020-04-06 16:00:00,41.11388888888889,720,3.4658374631519657,Palace Hills
2020-04-06 16:30:00,40.093093093093096,666,3.0536317737002436,Palace Hills
2020-04-06 17:00:00,39.97995545657015,449,3.531853018476043,Palace Hills
2020-04-06 17:30:00,26.993324142857094,350,5.4196600600205,Palace Hills
2020-04-06 18:00:00,27.02430416666672,720,5.083221163070811,Palace Hills
2020-04-06 18:30:00,26.954705555555574,720,4.9218312581023165,Palace Hills
2020-04-06 19:00:00,27.08752083333333,720,4.832103034801822,Palace Hills
2020-04-06 19:30:00,26.919768055555583,720,4.959034947645122,Palace Hills
2020-04-06 20:00:00,27.629538888888852,720,4.936916136682942,Palace Hills
2020-04-06 20:30:00,27.569505555555605,720,4.884466851141452,Palace Hills
