Timestamp,avg,sd,count
2020-04-06 00:00:00,14.488378531073451,1.901247677821183,708
2020-04-06 00:29:30,14.628132768361588,1.8744708826005259,708
2020-04-06 00:59:00,14.55209745762714,1.9625205588456496,708
2020-04-06 01:28:30,14.58887994350283,1.8838607494072004,708
2020-04-06 01:58:00,14.673658192090398,1.9573797303004548,708
2020-04-06 02:27:30,14.691744350282498,2.0010808247367464,708
2020-04-06 02:57:00,14.641384180790968,1.986674832969186,708
2020-04-06 03:26:30,14.551021186440682,1.9200622108720673,708
2020-04-06 03:56:00,14.441854519774015,1.9433185294237294,708
2020-04-06 04:25:30,14.709146892655376,1.9097040223549875,708
2020-04-06 04:55:00,14.521687853107341,1.9296354446305362,708
2020-04-06 05:24:30,14.681641242937864,2.008182777091922,708
2020-04-06 05:54:00,14.56262288135593,2.0092318198970007,708
2020-04-06 06:23:30,14.579929378531087,2.0304004351890783,708
2020-04-06 06:53:00,14.526922316384178,1.8802913648811486,708
2020-04-06 07:22:30,14.635807909604507,1.9508125722157008,708
2020-04-06 07:52:00,14.699268361581913,1.9753989037943716,708
2020-04-06 08:21:30,14.649572033898316,1.950882687127909,708
2020-04-06 08:51:00,14.577002824858742,1.9732272448653818,708
2020-04-06 09:20:30,14.516720338983035,1.8936121017373682,708
2020-04-06 09:50:00,14.683827683615808,1.9155994868541486,708
2020-04-06 10:19:30,14.699758474576265,1.968276868966459,708
2020-04-06 10:49:00,14.538608757062132,1.9610651063047988,708
2020-04-06 11:18:30,14.578524011299429,1.943106753826997,708
2020-04-06 11:48:00,14.698922316384175,2.02126560478706,708
2020-04-06 12:17:30,14.620764124293784,2.0028181943916876,708
2020-04-06 12:47:00,14.576209039548038,1.840112708820094,708
2020-04-06 13:16:30,14.421632768361585,2.0311808081287137,708
2020-04-06 13:46:00,14.693252824858767,1.9703717735982174,708
2020-04-06 14:15:30,14.577306497175133,2.0180754335491304,708
2020-04-06 14:45:00,14.605926553672317,2.0126889489784805,708
2020-04-06 15:14:30,14.716925141242951,1.9610981779618293,708
2020-04-06 15:44:00,14.679562146892657,2.0389365561576627,708
2020-04-06 16:13:30,14.687364406779693,1.9868268920180532,708
2020-04-06 16:43:00,14.594680790960455,1.8635674106805975,708
2020-04-06 17:12:30,14.65221751412431,1.9272584457019286,708
2020-04-06 17:42:00,14.696714689265544,1.914296994609127,708
2020-04-06 18:11:30,14.478204802259901,2.006829870457381,708
2020-04-06 18:41:00,14.66289830508476,1.9469694053488253,708
2020-04-06 19:10:30,14.70590112994349,1.9780467578144907,708
2020-04-06 19:40:00,14.662771186440693,1.8723253778458784,708
2020-04-06 20:09:30,14.65372598870057,1.9445211379646286,708
2020-04-06 20:39:00,14.72421468926553,1.9616251590563836,708
2020-04-06 21:08:30,14.639512711864402,1.9578390128202305,708
2020-04-06 21:38:00,14.591454802259896,1.8932674964011071,708
2020-04-06 22:07:30,14.707025423728807,2.059250788536476,708
2020-04-06 22:37:00,14.65900141242938,1.9930784527771501,708
2020-04-06 23:06:30,14.632382768361603,1.9408850597994691,708
